,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
412,415,416,20,RL,73.0,8899,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,1Story,7,5,4028049,2007,Gable,None,0.0,4,PConc,16,3,GLQ,24,1316,25,1340,0,2,0,3,1,4,Typ,0,0,Attchd,Fin,396,TA,100,8,2007,Partial,181134,1,0,1,0,0,1,0,Vinyl,0.0,0,0.0
413,416,417,60,RL,74.0,7844,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,2Story,6,7,3912484,1978,Hip,BrkFace,203.0,3,CBlock,9,1,ALQ,209,463,9,1400,0,1,1,3,1,3,Typ,1,3,Attchd,Fin,440,TA,0,3,2006,Normal,149500,0,0,1,1,1,1,0,Wood,28.0,1,0.0
414,417,418,70,RL,86.0,22420,1,Lvl,Inside,flat,Crawfor,Feedr,1Fam,2Story,6,6,3678724,1950,Hip,None,0.0,3,BrkTil,16,1,BLQ,1128,242,9,2624,1,2,1,4,1,3,Typ,1,4,Detchd,Unf,864,TA,0,11,2007,Normal,239000,0,0,1,1,0,1,0,Wood,89.0,1,0.0
415,418,419,50,RL,60.0,8160,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1.5Fin,5,6,3763600,1950,Gable,None,0.0,3,BrkTil,9,1,ALQ,312,444,4,1134,1,1,1,3,1,3,Typ,0,0,Detchd,Unf,240,TA,0,4,2007,AdjLand,126000,0,0,1,0,0,1,0,Metal,67.0,1,0.0
416,419,420,20,RL,65.0,8450,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,6,3873024,1968,Gable,None,0.0,3,CBlock,9,1,BLQ,775,281,25,1056,1,1,0,3,1,3,Typ,1,2,Attchd,Unf,304,TA,0,7,2010,Normal,142000,1,0,1,1,0,1,0,Vinyl,42.0,0,0.0
417,420,421,90,RM,78.0,7060,0,Lvl,Inside,flat,Mitchel,Norm,Duplex,SFoyer,7,5,3988009,1998,Gable,BrkFace,200.0,3,PConc,16,4,GLQ,1309,35,25,1344,2,2,0,2,2,3,Typ,0,0,Attchd,Fin,784,TA,0,11,2008,Alloca,206300,0,0,1,0,1,1,0,Vinyl,11.0,0,0.0
418,421,422,20,RL,80.0,16635,1,Lvl,FR2,flat,NWAmes,Norm,1Fam,1Story,6,7,3908529,2000,Gable,Stone,126.0,4,CBlock,16,1,ALQ,1246,356,16,1602,0,2,0,3,1,4,Typ,1,3,Attchd,Fin,529,TA,240,6,2009,Normal,215000,0,0,1,1,1,1,0,Aggregate,32.0,0,0.0
419,422,423,20,RL,100.0,21750,0,HLS,Inside,sloped,Mitchel,Artery,1Fam,1Story,5,5,3818116,1954,Hip,None,0.0,3,CBlock,9,1,Unf,0,988,25,988,0,1,0,2,1,3,Typ,0,0,Attchd,RFn,520,TA,0,2,2008,Normal,113000,0,0,1,0,0,1,0,Wood,54.0,0,0.0
420,423,424,60,RL,80.0,9200,0,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,8,5,3992004,1998,Gable,BrkFace,473.0,4,PConc,16,1,GLQ,986,484,16,2630,1,2,1,4,1,4,Typ,1,3,Attchd,Fin,696,TA,0,6,2008,Normal,315000,1,0,1,1,1,1,0,Vinyl,10.0,1,0.0
421,424,425,20,RL,72.0,9000,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,6,5,3825936,1956,Gable,BrkFace,74.0,3,CBlock,16,1,LwQ,616,580,16,1196,1,1,0,2,1,3,Typ,1,4,Attchd,RFn,297,TA,0,5,2008,Normal,139000,1,0,1,1,1,1,0,Wood,52.0,0,0.0
422,425,426,60,RM,60.0,3378,0,HLS,Inside,flat,OldTown,Norm,1Fam,2Story,7,8,3786916,1992,Gable,None,0.0,3,CBlock,9,1,Unf,0,651,16,1389,0,1,1,3,1,3,Typ,2,4,Detchd,Unf,240,TA,0,9,2009,Normal,135000,1,0,1,1,0,1,0,Wood,63.0,1,0.0
423,426,427,80,RL,66.5,12800,0,Low,Inside,sloped,SawyerW,Norm,1Fam,SLvl,7,5,3956121,1989,Gable,BrkFace,145.0,4,PConc,16,4,GLQ,1518,0,16,1644,1,2,0,2,1,4,Typ,1,3,Attchd,Fin,569,TA,80,8,2009,Normal,275000,1,0,1,1,1,1,0,Wood,20.0,0,0.0
424,427,428,20,RL,77.0,8593,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,6,3829849,1957,Hip,None,0.0,3,CBlock,9,1,Rec,288,619,25,907,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,352,TA,0,7,2008,Normal,109008,0,0,1,0,0,1,0,Metal,51.0,0,0.0
425,428,429,20,RL,64.0,6762,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,4028049,2007,Gable,BrkFace,108.0,4,PConc,16,1,GLQ,664,544,25,1208,1,2,0,2,1,4,Typ,0,0,Attchd,RFn,628,TA,105,9,2007,Partial,195400,1,0,1,0,1,1,0,Vinyl,0.0,0,0.0
426,429,430,20,RL,130.0,11457,1,Lvl,Corner,flat,Timber,Norm,1Fam,1Story,6,5,3952144,1988,Gable,None,0.0,3,CBlock,16,2,GLQ,1005,387,9,1412,1,2,0,3,1,4,Typ,1,3,Attchd,Unf,576,TA,0,3,2009,Normal,175000,1,0,1,1,0,1,0,Wood,21.0,0,0.0
427,430,431,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,6,5,3884841,1971,Gable,BrkFace,232.0,3,CBlock,9,1,ALQ,387,96,9,987,0,1,1,2,1,3,Typ,0,0,Detchd,Unf,264,TA,0,7,2008,Abnorml,85400,0,0,1,0,1,1,0,Wood,37.0,1,0.0
428,431,432,50,RM,60.0,5586,1,Bnk,Inside,flat,OldTown,Feedr,1Fam,1.5Fin,6,7,3686400,1998,Gable,None,0.0,3,BrkTil,9,1,Unf,0,901,16,1198,0,1,0,4,1,3,Typ,0,0,None,None,0,None,0,9,2008,Abnorml,79900,1,0,0,0,0,1,0,Metal,88.0,1,0.0
429,432,433,160,RM,24.0,1920,0,Lvl,Inside,flat,BrDale,Norm,TwnhsE,2Story,5,5,3884841,1971,Gable,BrkFace,376.0,3,CBlock,9,1,ALQ,471,294,25,1365,1,1,1,2,1,3,Min1,0,0,Detchd,Unf,440,TA,240,8,2007,Normal,122500,1,0,1,0,1,1,0,Wood,36.0,1,0.0
430,433,434,60,RL,100.0,10839,1,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,6,5,3988009,1998,Gable,None,0.0,3,PConc,16,1,Unf,0,926,25,1604,0,2,1,3,1,3,Typ,1,3,Attchd,Fin,470,TA,0,7,2008,Normal,181000,1,0,1,1,0,1,0,Vinyl,11.0,1,0.0
431,434,435,180,RM,21.0,1890,0,Lvl,Inside,flat,MeadowV,Norm,Twnhs,SFoyer,4,7,3888784,1972,Gable,None,0.0,3,CBlock,16,3,ALQ,495,135,16,630,1,1,0,1,1,3,Typ,0,0,None,None,0,None,88,6,2008,Normal,81000,0,0,0,0,0,1,0,Aggregate,36.0,0,0.0
432,435,436,60,RL,43.0,10667,2,Lvl,CulDSac,flat,CollgCr,PosN,1Fam,2Story,7,6,3984016,1996,Gable,None,0.0,4,PConc,16,3,GLQ,385,70,25,1661,1,2,1,3,1,4,Typ,1,3,Attchd,RFn,550,TA,158,4,2009,Normal,212000,1,0,1,1,0,1,0,Vinyl,13.0,1,0.0
433,436,437,50,RM,40.0,4400,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1.5Fin,6,8,3686400,1950,Gable,None,0.0,3,BrkTil,4,1,Unf,0,648,9,1118,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,440,TA,0,10,2006,Normal,116000,0,0,1,0,0,1,0,Aggregate,86.0,1,0.0
434,437,438,45,RM,50.0,6000,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Unf,6,7,3709476,2004,Gable,None,0.0,4,PConc,9,1,Unf,0,884,16,904,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,180,TA,0,1,2009,Normal,119000,1,0,1,0,0,1,0,Wood,83.0,0,0.0
435,438,439,30,RL,40.0,4280,0,Lvl,Inside,flat,Crawfor,Norm,1Fam,1Story,5,6,3659569,2002,Gable,None,0.0,3,PConc,9,1,LwQ,365,75,9,694,0,1,0,2,1,4,Typ,1,4,Detchd,Unf,352,TA,0,3,2007,Normal,90350,1,0,1,1,0,1,0,Wood,94.0,0,0.0
436,439,440,50,RL,67.0,12354,0,Lvl,Corner,flat,Edwards,Norm,1Fam,1.5Fin,6,8,3686400,2000,Gable,None,0.0,3,BrkTil,9,2,Unf,0,684,16,1196,0,1,0,3,1,4,Typ,0,0,Detchd,Unf,528,TA,0,8,2009,Normal,110000,1,0,1,0,0,1,1,Wood,89.0,1,0.0
437,440,441,20,RL,105.0,15431,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,10,5,4032064,2008,Hip,Stone,200.0,5,PConc,25,4,GLQ,1767,788,25,2402,1,2,0,2,1,5,Typ,2,4,Attchd,Fin,672,TA,0,4,2009,Normal,555000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
438,441,442,90,RL,92.0,12108,0,Lvl,Inside,flat,Edwards,Norm,Duplex,1Story,4,4,3822025,1955,Gable,BrkFace,270.0,3,CBlock,9,1,ALQ,133,1307,9,1440,0,2,0,4,2,2,Typ,0,0,None,None,0,None,0,9,2008,Normal,118000,0,0,0,0,1,1,0,Vinyl,53.0,0,0.0
439,442,443,50,RM,52.0,6240,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,5,7,3724900,1992,Gable,None,0.0,3,PConc,9,1,Unf,0,1078,9,1573,0,2,0,3,1,3,Typ,1,4,Detchd,Unf,360,TA,0,6,2008,Normal,162900,0,0,1,1,0,1,0,Metal,78.0,1,0.0
440,443,444,120,RL,53.0,3922,0,Lvl,Inside,flat,Blmngtn,Norm,TwnhsE,1Story,7,5,4024036,2007,Gable,BrkFace,72.0,4,PConc,25,3,Unf,0,1258,25,1258,0,2,0,2,1,4,Typ,1,4,Attchd,Fin,648,TA,144,6,2007,Partial,172500,1,0,1,1,1,1,0,Wood,1.0,0,0.0
441,444,445,60,RL,70.0,8750,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,3976036,1995,Gable,None,0.0,4,PConc,16,1,GLQ,642,273,25,1908,1,2,1,4,1,4,Typ,1,3,Attchd,Unf,493,TA,144,7,2008,Normal,210000,1,0,1,1,0,1,0,Vinyl,14.0,1,0.0
442,445,446,20,RL,73.0,9855,0,Lvl,Corner,flat,Edwards,Norm,1Fam,1Story,6,5,3825936,1956,Hip,None,0.0,3,CBlock,9,1,Unf,0,1436,4,1689,0,1,0,3,1,3,Typ,1,4,Attchd,Unf,480,TA,0,11,2009,Normal,127500,0,0,1,1,0,1,0,Wood,53.0,0,0.0
443,446,447,20,RL,137.0,16492,1,Lvl,Corner,flat,NAmes,PosA,1Fam,1Story,6,6,3865156,2002,Gable,None,0.0,4,CBlock,9,1,ALQ,247,557,25,1888,0,2,1,2,1,4,Mod,1,4,Attchd,Fin,578,TA,0,6,2010,Normal,190000,0,0,1,1,0,1,0,Brick,44.0,0,0.0
444,447,448,60,RL,65.0,11214,1,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,7,5,3992004,1999,Gable,None,0.0,4,PConc,16,1,Unf,0,930,16,1886,0,2,1,4,1,4,Typ,1,3,Attchd,Fin,431,TA,89,7,2006,Normal,199900,0,0,1,1,0,1,0,Vinyl,8.0,1,0.0
445,448,449,50,RM,50.0,8600,0,Bnk,Inside,flat,IDOTRR,Norm,1Fam,1.5Fin,6,6,3751969,1950,Gable,None,0.0,3,BrkTil,9,1,Unf,0,780,9,1376,0,2,0,3,1,3,Typ,1,4,Detchd,Unf,198,TA,0,6,2006,Normal,119500,0,0,1,1,0,1,0,Metal,69.0,1,0.0
446,449,450,50,RM,50.0,6000,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1.5Fin,3,7,3794704,2002,Gable,None,0.0,3,CBlock,9,1,ALQ,331,318,25,1183,0,1,1,2,1,3,Typ,0,0,Detchd,Unf,308,TA,0,6,2007,Normal,120000,1,0,1,0,0,1,0,Metal,59.0,1,0.0
447,450,451,30,RM,70.0,5684,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,6,8,3724900,2005,Hip,None,0.0,3,BrkTil,9,1,Unf,0,813,25,813,0,1,0,2,1,4,Typ,0,0,Detchd,Unf,270,Fa,0,6,2006,Normal,110000,1,0,1,0,0,1,0,Wood,76.0,0,0.0
448,451,452,20,RL,62.0,70761,1,Low,Inside,sloped,ClearCr,Norm,1Fam,1Story,7,5,3900625,1975,Gable,None,0.0,3,CBlock,16,4,ALQ,655,878,9,1533,1,2,0,2,1,4,Typ,2,3,Attchd,Unf,576,TA,200,12,2006,Normal,280000,1,0,1,1,0,1,0,Wood,31.0,0,0.0
449,452,453,60,RL,85.0,9303,1,Lvl,Corner,flat,Timber,Norm,1Fam,2Story,6,5,3984016,1997,Hip,BrkFace,42.0,4,PConc,25,1,ALQ,742,130,25,1756,1,2,1,3,1,3,Typ,0,0,Attchd,Fin,422,TA,144,7,2007,Normal,204000,1,0,1,0,1,1,0,Vinyl,11.0,1,0.0
450,453,454,60,FV,75.0,9000,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,8,5,4032064,2008,Gable,None,0.0,4,PConc,16,1,Unf,0,768,25,1590,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,676,TA,0,6,2009,Normal,210000,1,0,1,0,0,1,0,Vinyl,1.0,1,0.0
451,454,455,90,RL,63.0,9297,0,Lvl,Inside,flat,Mitchel,Norm,Duplex,1Story,5,5,3904576,1976,Gable,None,0.0,3,CBlock,9,1,ALQ,1606,122,9,1728,2,2,0,4,2,3,Typ,0,0,Detchd,Unf,560,TA,0,7,2006,Family,188000,0,0,1,0,0,1,0,Wood,30.0,0,0.0
452,455,456,20,RL,80.0,9600,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,7,6,3892729,1973,Hip,BrkFace,320.0,3,CBlock,9,1,ALQ,916,326,4,1242,0,1,1,3,1,3,Typ,1,3,Attchd,Unf,528,TA,0,9,2007,Normal,175500,0,0,1,1,1,1,0,Wood,34.0,0,0.0
453,456,457,70,RM,34.0,4571,0,Lvl,Inside,flat,OldTown,Norm,1Fam,2Story,5,5,3671056,1950,Gable,None,0.0,3,BrkTil,9,1,Unf,0,624,4,1344,0,1,0,4,1,3,Typ,0,0,Detchd,Unf,513,Fa,0,5,2008,Abnorml,98000,1,0,1,0,0,1,0,Aesbestos,92.0,1,0.0
454,457,458,20,RL,80.0,53227,1,Low,CulDSac,sloped,ClearCr,Norm,1Fam,1Story,4,6,3818116,1994,Flat,None,0.0,3,CBlock,16,4,BLQ,1116,248,25,1663,1,1,0,2,1,4,Min1,2,4,Attchd,Fin,529,TA,224,3,2008,Normal,256000,1,0,1,1,0,1,0,Wood,54.0,0,0.0
455,458,459,70,RM,60.0,5100,0,Lvl,Inside,flat,OldTown,Norm,1Fam,2Story,8,7,3705625,1996,Hip,None,0.0,3,PConc,9,1,Unf,0,588,4,1666,0,1,0,3,1,4,Typ,1,4,Detchd,Unf,228,TA,192,6,2008,Normal,161000,1,0,1,1,0,1,0,Aggregate,83.0,1,0.0
456,459,460,50,RL,52.0,7015,1,Bnk,Corner,flat,BrkSide,Norm,1Fam,1.5Fin,5,4,3802500,1950,Gable,BrkCmn,161.0,3,CBlock,9,1,LwQ,185,524,9,1203,1,1,0,3,1,4,Typ,1,3,Detchd,Unf,352,TA,0,7,2009,Normal,110000,1,0,1,1,1,1,0,Metal,59.0,1,0.0
457,460,461,60,FV,75.0,8004,1,Lvl,Inside,flat,Somerst,RRAn,1Fam,2Story,8,5,4036081,2009,Gable,Stone,110.0,4,PConc,16,1,GLQ,544,288,25,1935,1,2,1,3,1,3,Typ,0,0,BuiltIn,Fin,552,TA,0,12,2009,Partial,263435,1,0,1,0,1,1,0,Vinyl,0.0,1,0.0
458,461,462,70,RL,60.0,7200,0,Lvl,Inside,flat,SWISU,Feedr,1Fam,2Story,7,9,3748096,2007,Gable,None,0.0,4,PConc,16,1,ALQ,350,0,25,1135,1,1,0,3,1,4,Typ,0,0,Detchd,RFn,576,TA,256,4,2009,Normal,155000,0,0,1,0,0,1,0,Wood,73.0,1,0.0
459,462,463,20,RL,60.0,8281,1,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,5,3861225,1965,Gable,None,0.0,3,CBlock,9,1,Rec,553,0,16,864,0,1,0,3,1,3,Typ,1,1,Detchd,Unf,360,TA,0,12,2009,Normal,62383,1,0,1,1,0,1,0,Metal,44.0,0,0.0
460,463,464,70,RL,74.0,11988,1,HLS,Inside,sloped,Crawfor,Norm,1Fam,2Story,6,7,3740356,1995,Hip,None,0.0,3,CBlock,9,1,LwQ,326,389,4,1660,0,1,1,3,1,3,Typ,1,4,Detchd,Unf,240,TA,0,8,2008,Normal,188700,0,0,1,1,0,1,0,Aggregate,74.0,1,0.0
461,464,465,20,RL,60.0,8430,0,HLS,Inside,sloped,CollgCr,Norm,1Fam,1Story,5,5,3912484,1978,Gable,BrkFace,136.0,3,CBlock,16,1,Rec,616,424,9,1040,0,2,0,3,1,3,Typ,0,0,None,None,0,None,0,8,2009,Normal,124000,0,0,0,0,1,1,0,Wood,31.0,0,0.0
462,465,466,120,RM,43.0,3072,0,Lvl,Inside,flat,Blmngtn,Norm,TwnhsE,1Story,7,5,4016016,2004,Hip,BrkFace,18.0,4,PConc,16,1,Unf,0,1375,25,1414,0,2,0,2,1,4,Typ,1,3,Attchd,Fin,398,TA,144,5,2006,Normal,178740,1,0,1,1,1,1,0,Vinyl,2.0,0,0.0
463,466,467,20,RL,85.0,10628,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,7,5,3880900,1970,Flat,None,0.0,3,CBlock,9,4,GLQ,778,499,9,1277,1,1,0,2,1,3,Typ,1,1,Attchd,Unf,526,TA,0,4,2007,Normal,167000,1,0,1,1,0,1,0,Wood,37.0,0,0.0
464,467,468,70,RL,79.0,9480,0,Lvl,Inside,flat,NAmes,Artery,1Fam,2Story,5,7,3771364,1995,Gable,Stone,224.0,3,CBlock,9,1,LwQ,386,342,25,1644,0,1,1,3,1,4,Typ,2,4,Attchd,Unf,312,TA,168,6,2007,Normal,146500,0,0,1,1,1,1,0,Metal,65.0,1,0.0
465,468,469,20,RL,98.0,11428,1,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,8,5,4024036,2006,Gable,Stone,248.0,4,PConc,16,1,Unf,0,1626,25,1634,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,866,TA,0,5,2007,Normal,250000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
466,469,470,60,RL,76.0,9291,1,Lvl,Corner,flat,SawyerW,RRNe,1Fam,2Story,6,5,3972049,1993,Gable,BrkFace,120.0,4,PConc,16,1,GLQ,426,406,25,1710,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,506,TA,144,6,2008,Normal,187000,1,0,1,0,1,1,0,Wood,15.0,1,0.0
467,470,471,120,RL,61.5,6820,1,Lvl,Corner,flat,StoneBr,Norm,TwnhsE,1Story,8,5,3940225,1985,Gable,None,0.0,4,PConc,16,3,GLQ,368,0,9,1502,1,1,1,1,1,4,Typ,0,0,Attchd,RFn,528,TA,0,6,2010,Normal,212000,1,0,1,0,0,1,0,Wood,25.0,0,0.0
468,471,472,60,RL,92.0,11952,0,Lvl,Inside,flat,NWAmes,PosA,1Fam,2Story,7,6,3908529,1977,Mansard,None,0.0,3,CBlock,16,1,Unf,0,808,9,1969,0,2,1,3,1,3,Typ,1,4,Attchd,RFn,534,TA,0,11,2007,Normal,190000,1,0,1,1,0,1,0,Wood,30.0,1,0.0
469,472,473,180,RM,35.0,3675,0,Lvl,Inside,flat,Edwards,Norm,TwnhsE,SLvl,6,5,4020025,2005,Gable,BrkFace,80.0,3,PConc,16,4,GLQ,459,88,25,1072,1,1,0,2,1,3,Typ,0,0,Basment,RFn,525,TA,0,6,2008,Normal,148000,1,0,1,0,1,1,0,Vinyl,3.0,0,0.0
470,473,474,20,RL,110.0,14977,1,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,8,5,4024036,2007,Gable,BrkFace,304.0,4,PConc,25,4,GLQ,1350,626,25,1976,1,2,0,2,1,4,Typ,1,5,Attchd,RFn,908,TA,250,7,2007,Partial,440000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
471,474,475,120,RL,41.0,5330,0,Lvl,Inside,flat,StoneBr,Norm,TwnhsE,1Story,8,5,4000000,2000,Gable,None,0.0,4,PConc,16,3,GLQ,1196,298,25,1652,1,2,0,2,1,5,Typ,0,0,Attchd,RFn,499,TA,96,8,2007,Normal,251000,1,0,1,0,0,1,0,Aggregate,7.0,0,0.0
472,475,476,20,RL,80.0,8480,0,Lvl,Corner,flat,Sawyer,Norm,1Fam,1Story,5,6,3853369,1963,Hip,None,0.0,3,CBlock,9,1,GLQ,630,340,9,970,1,1,0,2,1,3,Typ,0,0,Detchd,Unf,624,TA,0,7,2007,Normal,132500,1,0,1,0,0,1,0,Wood,44.0,0,0.0
473,476,477,20,RL,75.0,13125,0,Lvl,Inside,sloped,CollgCr,Norm,1Fam,1Story,6,5,3988009,1998,Gable,BrkFace,215.0,3,PConc,16,4,GLQ,994,484,25,1493,1,2,0,3,1,4,Typ,1,3,Attchd,Fin,508,TA,140,4,2008,Normal,208900,1,0,1,1,1,1,0,Vinyl,11.0,0,0.0
474,477,478,60,RL,105.0,13693,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,2Story,9,5,4024036,2006,Hip,BrkFace,772.0,5,PConc,16,3,Unf,0,2153,25,2643,0,2,1,3,1,5,Typ,1,4,BuiltIn,Fin,694,TA,414,3,2007,Normal,380000,1,0,1,1,1,1,0,Vinyl,1.0,1,0.0
475,478,479,20,RL,79.0,10637,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,8,5,4028049,2008,Hip,Stone,336.0,4,PConc,25,4,GLQ,1288,417,25,1718,1,2,0,3,1,4,Typ,1,4,Attchd,RFn,826,TA,208,9,2009,Normal,297000,1,0,1,1,1,1,0,Vinyl,2.0,0,0.0
476,479,480,30,RM,50.0,5925,0,Bnk,Inside,flat,OldTown,Norm,1Fam,1Story,4,7,3751969,2000,Hip,BrkCmn,435.0,3,BrkTil,4,1,Rec,168,739,9,1131,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,672,TA,0,3,2007,Alloca,89471,1,0,1,0,1,1,0,Aggregate,70.0,0,0.0
477,480,481,20,RL,98.0,16033,1,Lvl,FR2,flat,NridgHt,Norm,1Fam,1Story,9,5,4016016,2005,Hip,BrkFace,378.0,4,PConc,25,4,GLQ,1261,572,25,1850,1,2,0,3,1,4,Typ,1,4,Attchd,Fin,772,TA,519,3,2006,Normal,326000,1,0,1,1,1,1,0,Vinyl,2.0,0,0.0
478,481,482,20,RL,72.0,11846,1,HLS,Inside,flat,NridgHt,Norm,1Fam,1Story,9,5,4012009,2004,Hip,BrkFace,562.0,4,PConc,25,4,GLQ,1567,225,25,1792,1,2,0,2,1,5,Typ,1,4,Attchd,Fin,874,TA,206,8,2006,Normal,374000,1,0,1,1,1,1,0,Vinyl,3.0,0,0.0
479,482,483,70,RM,50.0,2500,0,Lvl,Corner,flat,OldTown,Norm,1Fam,2Story,7,8,3667225,2005,Gable,None,0.0,4,PConc,9,1,ALQ,299,611,25,1826,1,1,1,4,1,5,Min2,1,4,Attchd,Unf,164,Fa,0,6,2009,Normal,155000,0,0,1,1,0,1,0,Aggregate,94.0,1,0.0
480,483,484,120,RM,32.0,4500,0,Lvl,FR2,flat,Mitchel,Norm,Twnhs,1Story,6,5,3992004,1998,Hip,BrkFace,116.0,3,PConc,25,1,GLQ,897,319,25,1216,1,2,0,2,1,3,Typ,0,0,Attchd,Unf,402,TA,0,5,2006,Normal,164000,1,0,1,0,1,1,0,Vinyl,8.0,0,0.0
481,484,485,20,RL,71.0,7758,1,Lvl,Corner,flat,Sawyer,Norm,1Fam,1Story,5,7,3849444,2001,Gable,None,0.0,3,CBlock,9,1,ALQ,588,411,16,999,1,1,0,3,1,4,Typ,0,0,Detchd,Unf,264,TA,0,3,2007,Normal,132500,1,0,1,0,0,1,0,Wood,45.0,0,0.0
482,485,486,20,RL,80.0,9600,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3802500,2007,Gable,None,0.0,4,CBlock,9,1,ALQ,607,506,16,1113,0,1,0,3,1,4,Typ,1,4,Attchd,Unf,264,TA,0,7,2009,Normal,147000,1,0,1,1,0,1,0,Metal,59.0,0,0.0
483,486,487,20,RL,79.0,10289,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3861225,1965,Hip,BrkFace,168.0,3,CBlock,9,1,ALQ,836,237,9,1073,1,1,1,3,1,3,Typ,0,0,Attchd,RFn,515,TA,0,6,2007,Normal,156000,0,0,1,0,1,1,0,Metal,42.0,0,0.0
484,487,488,20,RL,70.0,12243,1,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,5,6,3884841,1971,Gable,None,0.0,3,CBlock,16,3,ALQ,998,486,16,1484,0,2,0,3,1,3,Typ,1,3,Attchd,Unf,487,TA,224,2,2007,Normal,175000,1,0,1,1,0,1,0,Wood,36.0,0,0.0
485,488,489,190,RL,60.0,10800,0,Lvl,Corner,flat,OldTown,Norm,2fmCon,1.5Fin,5,4,3610000,1970,Gable,None,0.0,3,CBlock,9,1,BLQ,664,290,9,2414,0,2,0,3,2,3,Mod,1,4,Attchd,Unf,520,Fa,142,5,2006,Normal,160000,0,0,1,1,0,1,0,Wood,106.0,1,0.0
486,489,490,180,RM,21.0,1526,0,Lvl,Inside,flat,MeadowV,Norm,Twnhs,SFoyer,4,8,3880900,2002,Gable,None,0.0,3,CBlock,16,3,GLQ,515,115,9,630,1,1,0,1,1,4,Typ,0,0,Attchd,Unf,286,TA,0,5,2009,Normal,86000,0,0,1,0,0,1,0,Aggregate,39.0,0,0.0
487,490,491,160,RM,21.0,2665,0,Lvl,Inside,flat,MeadowV,Norm,TwnhsE,2Story,5,6,3904576,1976,Gable,None,0.0,3,PConc,16,2,Unf,0,264,9,1304,0,1,1,3,1,3,Typ,1,4,BuiltIn,Fin,336,TA,141,6,2008,Normal,115000,1,0,1,1,0,1,0,Aggregate,32.0,1,0.0
488,491,492,50,RL,79.0,9490,0,Lvl,Inside,flat,NAmes,Artery,1Fam,1.5Fin,6,7,3767481,1950,Gable,None,0.0,3,CBlock,9,1,BLQ,403,238,9,1578,1,1,0,3,1,2,Typ,2,3,Attchd,Unf,240,TA,0,8,2006,Normal,133000,1,0,1,1,0,1,0,Wood,65.0,1,0.0
